Age Range,Gender,Location,Language,Interest,Device Type,Online Purchase Behavior,Ad Engagement (Clicks/Views),Time Spent on Platform (mins),Page Likes,Ad Impressions,Recent Ad Interaction,Ad Placement,Ad Format,Lookalike Score
55+,Non-binary,California,French,Fitness,Tablet,Occasional,33,3.6,11,40,Ignored,Messenger,Video,0.43
25-34,Male,Texas,French,Food,Tablet,Frequent,6,63.2,9,22,Clicked,Feed,Carousel,0.53
45-54,Female,New York,Spanish,Travel,Mobile,Occasional,11,32.8,14,12,Viewed,Messenger,Video,0.38
45-54,Non-binary,California,Hindi,Travel,Mobile,Occasional,43,23.4,6,26,Clicked,Stories,Image,0.25
35-44,Non-binary,New York,English,Food,Tablet,Frequent,14,29.3,13,47,Clicked,Messenger,Image,0.28
25-34,Female,New York,Chinese,Technology,Mobile,Frequent,17,18.2,15,42,Clicked,Messenger,Image,0.68
18-24,Non-binary,New York,Chinese,Fitness,Mobile,Occasional,62,88.2,15,7,Viewed,Feed,Carousel,0.4
45-54,Female,Illinois,English,Technology,Mobile,Occasional,36,28.9,12,33,Clicked,Stories,Video,0.56
25-34,Female,Illinois,Chinese,Technology,Desktop,Rare,30,9.8,6,28,Viewed,Feed,Carousel,0.32
18-24,Male,Illinois,English,Technology,Mobile,Occasional,29,1.8,5,18,Clicked,Messenger,Carousel,0.41
35-44,Non-binary,Illinois,Spanish,Food,Tablet,Rare,36,14.6,12,11,Clicked,Messenger,Carousel,0.94
35-44,Non-binary,California,Hindi,Fitness,Tablet,Occasional,94,45.7,15,1,Ignored,Feed,Video,0.11
45-54,Non-binary,New York,French,Travel,Mobile,Frequent,25,1.8,9,29,Viewed,Stories,Image,0.99
35-44,Non-binary,New York,Spanish,Travel,Tablet,Frequent,55,45.1,8,34,Ignored,Feed,Carousel,0.5
55+,Female,Texas,Chinese,Technology,Mobile,Occasional,37,16.9,9,29,Clicked,Messenger,Image,0.59
35-44,Non-binary,New York,English,Food,Mobile,Frequent,58,14.9,6,14,Ignored,Feed,Video,0.47
45-54,Non-binary,New York,French,Technology,Mobile,Occasional,10,1.8,19,30,Clicked,Feed,Carousel,0.24
45-54,Non-binary,Florida,Chinese,Technology,Mobile,Frequent,53,8.5,9,47,Clicked,Messenger,Carousel,0.75
18-24,Non-binary,New York,Chinese,Fitness,Desktop,Occasional,85,12.2,7,15,Ignored,Feed,Image,0.99
18-24,Male,Florida,Hindi,Fitness,Desktop,Frequent,96,77.8,13,8,Ignored,Messenger,Carousel,0.29
25-34,Non-binary,Florida,Chinese,Gaming,Desktop,Rare,93,4.4,8,13,Clicked,Feed,Carousel,0.26
25-34,Female,Florida,Hindi,Food,Desktop,Rare,24,30.6,8,44,Clicked,Messenger,Video,0.65
25-34,Non-binary,Illinois,Chinese,Food,Mobile,Frequent,41,3.7,16,44,Viewed,Messenger,Image,0.85
45-54,Non-binary,New York,English,Technology,Mobile,Frequent,97,56.1,6,41,Clicked,Stories,Carousel,0.51
18-24,Non-binary,California,English,Gaming,Tablet,Rare,4,50.2,7,7,Ignored,Messenger,Image,0.83
45-54,Non-binary,New York,Hindi,Food,Mobile,Frequent,86,121.8,9,40,Ignored,Feed,Video,0.91
18-24,Non-binary,Florida,Spanish,Gaming,Tablet,Rare,79,36.9,6,1,Ignored,Messenger,Video,0.14
55+,Male,Texas,English,Travel,Tablet,Occasional,11,26.8,16,18,Ignored,Stories,Video,0.41
35-44,Male,Texas,English,Fitness,Desktop,Frequent,71,5.6,8,26,Ignored,Messenger,Image,0.93
45-54,Non-binary,Florida,English,Technology,Mobile,Frequent,47,107.2,11,30,Ignored,Messenger,Image,0.22
45-54,Female,Texas,Spanish,Travel,Mobile,Frequent,57,26.3,8,25,Clicked,Messenger,Carousel,0.58
35-44,Male,Texas,Hindi,Food,Desktop,Occasional,4,7.8,10,3,Clicked,Stories,Carousel,0.27
45-54,Female,Illinois,English,Travel,Mobile,Rare,52,22.4,10,21,Viewed,Messenger,Carousel,0.04
35-44,Male,California,French,Gaming,Mobile,Frequent,81,25.4,15,48,Ignored,Feed,Video,0.98
55+,Male,California,French,Technology,Tablet,Occasional,98,118.4,8,46,Viewed,Feed,Video,0.7
25-34,Female,Florida,Spanish,Technology,Desktop,Rare,67,12.1,12,9,Ignored,Messenger,Image,0.19
18-24,Male,New York,English,Technology,Desktop,Occasional,54,9.7,9,18,Ignored,Messenger,Video,0.85
18-24,Male,New York,Spanish,Travel,Tablet,Frequent,80,0.2,9,11,Clicked,Feed,Carousel,0.33
45-54,Male,Texas,Chinese,Technology,Mobile,Rare,23,53.6,9,38,Viewed,Messenger,Carousel,0.14
25-34,Non-binary,New York,Hindi,Gaming,Tablet,Frequent,28,3.4,8,18,Viewed,Messenger,Image,0.38
25-34,Non-binary,Florida,Chinese,Food,Mobile,Rare,25,24.8,8,3,Viewed,Messenger,Carousel,0.7
45-54,Female,New York,Chinese,Travel,Desktop,Frequent,97,5.7,15,20,Ignored,Feed,Image,0.34
45-54,Non-binary,California,Chinese,Gaming,Mobile,Occasional,55,53.5,10,48,Viewed,Messenger,Video,0.88
35-44,Male,New York,French,Travel,Desktop,Frequent,95,25,5,7,Clicked,Stories,Image,0.73
55+,Female,New York,English,Travel,Desktop,Frequent,79,25.9,11,14,Clicked,Stories,Image,0.82
45-54,Female,Texas,Chinese,Food,Mobile,Frequent,68,8.2,12,28,Viewed,Stories,Video,0.99
25-34,Female,Illinois,Spanish,Technology,Desktop,Occasional,25,5,11,1,Viewed,Messenger,Image,0.57
25-34,Non-binary,New York,French,Fitness,Mobile,Rare,20,35.3,11,44,Ignored,Feed,Video,0.94
45-54,Female,California,Hindi,Travel,Desktop,Frequent,6,26.8,8,44,Ignored,Messenger,Image,0.96
45-54,Female,Texas,Spanish,Technology,Mobile,Frequent,11,4.1,11,44,Ignored,Stories,Carousel,0.22
55+,Male,Florida,Spanish,Travel,Desktop,Frequent,46,5.3,10,16,Viewed,Stories,Video,0.06
55+,Male,New York,English,Gaming,Tablet,Occasional,46,20,7,37,Ignored,Stories,Video,0.75
55+,Female,New York,Chinese,Food,Tablet,Occasional,46,86.5,10,44,Viewed,Stories,Image,0.11
18-24,Female,Illinois,Spanish,Fitness,Tablet,Frequent,59,8.2,12,17,Clicked,Messenger,Video,0.18
55+,Male,California,Chinese,Technology,Mobile,Occasional,78,37,9,7,Viewed,Messenger,Video,0.79
45-54,Female,Illinois,English,Fitness,Tablet,Frequent,21,1,4,16,Viewed,Feed,Image,0.73
25-34,Male,New York,English,Gaming,Desktop,Frequent,27,138.6,10,43,Viewed,Messenger,Carousel,0.97
35-44,Non-binary,California,Spanish,Food,Mobile,Frequent,86,126.6,11,13,Ignored,Messenger,Video,0.37
35-44,Male,Texas,French,Gaming,Desktop,Frequent,27,73.8,11,40,Viewed,Stories,Video,0.61
25-34,Male,New York,Hindi,Food,Mobile,Occasional,94,4.4,10,17,Ignored,Messenger,Image,0.74
35-44,Female,Texas,English,Technology,Mobile,Rare,74,0.9,13,39,Ignored,Messenger,Video,0.36
35-44,Male,California,Spanish,Travel,Desktop,Occasional,33,23,15,47,Clicked,Stories,Video,0.15
45-54,Non-binary,Texas,Hindi,Food,Desktop,Occasional,60,19.5,4,11,Clicked,Stories,Image,0.49
55+,Male,Illinois,Spanish,Food,Tablet,Frequent,85,29.3,8,17,Clicked,Feed,Carousel,0.23
18-24,Non-binary,Florida,Spanish,Travel,Tablet,Occasional,33,1.7,6,45,Ignored,Feed,Video,0.49
25-34,Male,Illinois,French,Fitness,Mobile,Rare,66,21.3,4,2,Clicked,Messenger,Carousel,0.66
18-24,Female,New York,Hindi,Gaming,Desktop,Occasional,3,24.3,10,42,Ignored,Feed,Image,0.35
25-34,Male,Florida,English,Food,Desktop,Occasional,29,12.6,14,37,Viewed,Messenger,Carousel,0.25
45-54,Male,California,English,Travel,Mobile,Occasional,66,2.7,9,15,Ignored,Messenger,Video,0.9
55+,Non-binary,Florida,Hindi,Travel,Mobile,Occasional,38,40.5,12,13,Ignored,Feed,Video,0.74
18-24,Female,New York,Chinese,Gaming,Tablet,Occasional,45,0.7,10,33,Ignored,Feed,Carousel,0.56
55+,Male,Texas,Chinese,Food,Mobile,Occasional,87,21.1,14,22,Clicked,Feed,Carousel,0.33
35-44,Female,Texas,Chinese,Fitness,Tablet,Occasional,90,27.6,11,17,Clicked,Stories,Image,0.25
18-24,Male,Florida,English,Gaming,Mobile,Occasional,80,20.8,9,3,Ignored,Feed,Image,0.31
45-54,Female,California,Chinese,Food,Desktop,Frequent,83,11.2,14,40,Viewed,Messenger,Video,0.22
25-34,Male,California,Hindi,Travel,Tablet,Occasional,36,26.9,11,30,Viewed,Stories,Video,0.61
55+,Non-binary,California,Spanish,Travel,Desktop,Occasional,44,76.8,16,41,Ignored,Messenger,Image,0.48
35-44,Non-binary,New York,Hindi,Technology,Tablet,Occasional,83,8.9,10,6,Ignored,Messenger,Carousel,0.97
45-54,Non-binary,New York,French,Technology,Tablet,Occasional,54,21.2,8,34,Viewed,Feed,Video,0.45
55+,Female,California,Spanish,Gaming,Desktop,Rare,40,8.5,8,34,Viewed,Stories,Carousel,0.8
18-24,Female,Florida,Spanish,Gaming,Desktop,Frequent,29,25,9,48,Ignored,Feed,Carousel,0
25-34,Female,Florida,French,Technology,Tablet,Rare,45,25.2,8,47,Clicked,Feed,Carousel,0.46
55+,Female,Florida,Spanish,Fitness,Tablet,Frequent,12,4.2,14,35,Clicked,Stories,Video,0.64
25-34,Female,Illinois,Chinese,Travel,Desktop,Frequent,52,85.4,10,29,Ignored,Stories,Image,0.2
18-24,Male,Illinois,English,Technology,Tablet,Occasional,99,50,14,13,Viewed,Stories,Video,0.44
18-24,Non-binary,Illinois,Chinese,Food,Mobile,Occasional,47,9.2,12,36,Clicked,Stories,Video,0.47
18-24,Non-binary,New York,Hindi,Fitness,Desktop,Rare,54,1.9,10,26,Ignored,Stories,Image,0.63
35-44,Male,California,Chinese,Fitness,Tablet,Occasional,28,40.7,8,33,Ignored,Feed,Image,0.65
18-24,Non-binary,Illinois,Spanish,Gaming,Mobile,Occasional,34,5.3,16,15,Viewed,Feed,Image,0.89
45-54,Female,New York,Spanish,Fitness,Tablet,Occasional,23,10.8,7,31,Ignored,Feed,Image,0.64
45-54,Male,Florida,Spanish,Gaming,Mobile,Frequent,65,31.4,6,31,Clicked,Feed,Carousel,0.39
55+,Male,Florida,French,Fitness,Mobile,Frequent,62,11,13,27,Viewed,Messenger,Carousel,0.78
55+,Female,California,English,Technology,Tablet,Frequent,52,19,13,1,Clicked,Feed,Carousel,0.23
35-44,Non-binary,Florida,French,Fitness,Mobile,Frequent,27,24.6,8,20,Viewed,Stories,Carousel,0.65
35-44,Non-binary,Texas,French,Gaming,Tablet,Occasional,98,20.2,11,20,Ignored,Feed,Carousel,0.78
35-44,Female,New York,English,Food,Desktop,Rare,57,47.4,6,35,Viewed,Messenger,Image,0.25
18-24,Non-binary,Florida,Spanish,Fitness,Tablet,Frequent,76,46,13,29,Ignored,Messenger,Carousel,0.05
25-34,Female,New York,Hindi,Technology,Desktop,Rare,77,4.8,13,26,Clicked,Feed,Video,0.43
45-54,Non-binary,Illinois,French,Gaming,Mobile,Frequent,5,1.1,10,26,Clicked,Stories,Carousel,0.95
18-24,Female,New York,Chinese,Technology,Mobile,Frequent,82,86.7,6,22,Viewed,Feed,Carousel,0.16
18-24,Female,Illinois,English,Fitness,Tablet,Rare,21,3.2,10,47,Ignored,Stories,Video,0.56
55+,Non-binary,Florida,Chinese,Technology,Tablet,Occasional,38,9,12,44,Clicked,Stories,Video,0.2
55+,Non-binary,California,French,Food,Mobile,Occasional,15,102,7,18,Ignored,Feed,Image,0.42
18-24,Male,Texas,Chinese,Fitness,Tablet,Rare,98,14.9,10,40,Viewed,Feed,Image,0.26
45-54,Male,Illinois,Hindi,Fitness,Tablet,Occasional,79,9.9,13,29,Clicked,Messenger,Image,0.15
35-44,Non-binary,New York,Spanish,Travel,Mobile,Occasional,62,72.1,10,7,Viewed,Messenger,Video,0.31
45-54,Male,Florida,Spanish,Technology,Mobile,Occasional,86,128.7,9,23,Ignored,Messenger,Image,0.58
25-34,Female,New York,Spanish,Travel,Mobile,Occasional,66,17.4,10,28,Viewed,Messenger,Image,0.03
18-24,Non-binary,New York,Chinese,Travel,Mobile,Frequent,24,39.3,13,9,Viewed,Messenger,Video,0.1
45-54,Male,Texas,Hindi,Gaming,Tablet,Rare,7,1,10,31,Clicked,Feed,Image,0.56
45-54,Male,Illinois,French,Food,Tablet,Occasional,20,74.5,13,15,Viewed,Feed,Carousel,0.56
25-34,Non-binary,New York,English,Gaming,Tablet,Occasional,70,166.2,11,15,Ignored,Messenger,Carousel,0.46
18-24,Male,Texas,Hindi,Travel,Tablet,Rare,55,6.8,9,44,Viewed,Stories,Image,0.74
55+,Non-binary,New York,Spanish,Technology,Desktop,Occasional,24,35.3,13,9,Viewed,Stories,Image,0.22
55+,Non-binary,Texas,French,Fitness,Mobile,Occasional,3,1.9,12,14,Clicked,Stories,Video,0.61
18-24,Female,Texas,Hindi,Food,Mobile,Rare,77,28.4,15,27,Ignored,Stories,Video,0.43
25-34,Female,Texas,Hindi,Travel,Tablet,Occasional,51,80.3,9,6,Ignored,Messenger,Image,0.09
18-24,Female,Illinois,Hindi,Travel,Desktop,Rare,22,21.9,17,34,Clicked,Feed,Video,0.34
35-44,Female,California,English,Technology,Mobile,Occasional,59,4,17,42,Viewed,Messenger,Video,0.33
45-54,Female,Illinois,Spanish,Travel,Mobile,Frequent,99,26.8,10,21,Clicked,Feed,Image,0.39
45-54,Female,California,English,Gaming,Mobile,Frequent,74,0.1,9,38,Clicked,Stories,Image,0.44
45-54,Male,New York,Spanish,Gaming,Tablet,Rare,28,49.9,11,49,Viewed,Feed,Image,0.25
45-54,Non-binary,Texas,Hindi,Fitness,Desktop,Frequent,58,35.1,7,1,Clicked,Stories,Image,0.24
35-44,Non-binary,California,Chinese,Technology,Mobile,Frequent,98,9.9,14,7,Viewed,Feed,Video,0.59
45-54,Male,California,French,Food,Mobile,Frequent,23,7.5,14,32,Clicked,Messenger,Video,0.17
18-24,Female,Texas,Chinese,Fitness,Tablet,Occasional,57,0.3,18,37,Ignored,Feed,Carousel,0.19
55+,Male,New York,French,Technology,Desktop,Rare,37,29.5,3,9,Clicked,Stories,Image,0.95
45-54,Non-binary,New York,French,Fitness,Desktop,Occasional,11,53.8,9,40,Ignored,Feed,Video,0.83
18-24,Male,Florida,English,Travel,Desktop,Occasional,42,14.7,9,43,Clicked,Feed,Image,0.66
35-44,Male,New York,French,Fitness,Tablet,Occasional,28,4.4,8,16,Viewed,Feed,Image,0.15
35-44,Female,New York,French,Gaming,Tablet,Occasional,33,32,8,27,Viewed,Stories,Image,0.38
25-34,Female,Texas,Chinese,Fitness,Tablet,Frequent,10,1.5,10,45,Viewed,Feed,Carousel,0.93
55+,Non-binary,Illinois,French,Fitness,Mobile,Frequent,73,35.9,13,25,Viewed,Messenger,Video,0.47
45-54,Female,California,English,Technology,Mobile,Rare,13,6.2,8,29,Clicked,Messenger,Carousel,0.88
55+,Female,Texas,French,Food,Desktop,Occasional,77,19.5,9,2,Ignored,Stories,Carousel,0.77
35-44,Female,Texas,Chinese,Gaming,Desktop,Rare,65,119,13,40,Ignored,Stories,Carousel,0.46
35-44,Male,New York,Spanish,Technology,Desktop,Frequent,12,38.5,12,32,Viewed,Messenger,Image,0.79
45-54,Male,New York,English,Fitness,Desktop,Frequent,42,33.1,13,29,Viewed,Stories,Video,0.3
35-44,Female,Illinois,Hindi,Travel,Desktop,Rare,58,1,10,31,Ignored,Stories,Carousel,0.8
45-54,Non-binary,Illinois,Hindi,Fitness,Tablet,Rare,33,9.7,10,4,Ignored,Feed,Video,0.96
35-44,Male,Illinois,English,Fitness,Mobile,Frequent,13,7,10,36,Clicked,Stories,Image,0.32
55+,Non-binary,California,English,Fitness,Desktop,Rare,33,18.6,9,10,Clicked,Stories,Carousel,0.33
55+,Non-binary,Texas,French,Technology,Desktop,Occasional,2,86.6,9,41,Clicked,Stories,Carousel,0.47
55+,Non-binary,New York,Spanish,Gaming,Tablet,Occasional,39,32.6,21,3,Ignored,Stories,Image,0.3
25-34,Male,Illinois,English,Travel,Mobile,Frequent,56,71.3,21,44,Ignored,Stories,Image,0.37
35-44,Non-binary,Florida,French,Gaming,Desktop,Rare,67,6.3,9,44,Clicked,Stories,Carousel,0.71
45-54,Non-binary,Illinois,English,Fitness,Mobile,Occasional,39,17.7,10,11,Ignored,Stories,Video,0.47
25-34,Non-binary,California,English,Travel,Desktop,Occasional,20,5.6,12,45,Viewed,Feed,Image,0.56
45-54,Male,Texas,Hindi,Food,Mobile,Frequent,19,10.4,7,25,Viewed,Feed,Image,0.32
35-44,Non-binary,Illinois,English,Technology,Tablet,Rare,53,146.2,13,27,Clicked,Stories,Video,0.36
18-24,Female,Florida,Hindi,Gaming,Tablet,Occasional,42,23.7,11,15,Ignored,Messenger,Video,0.08
35-44,Non-binary,Texas,Spanish,Food,Mobile,Frequent,42,5.1,14,45,Viewed,Stories,Carousel,0.94
55+,Male,Florida,French,Food,Tablet,Occasional,43,15.7,14,36,Ignored,Stories,Carousel,0.96
25-34,Non-binary,Florida,English,Food,Tablet,Rare,9,30,9,18,Viewed,Stories,Video,0.09
35-44,Female,Florida,French,Fitness,Tablet,Occasional,10,9.1,13,34,Clicked,Stories,Image,0.5
55+,Non-binary,Florida,English,Food,Desktop,Frequent,52,20.3,12,32,Viewed,Feed,Carousel,0.85
45-54,Male,Illinois,Hindi,Fitness,Tablet,Occasional,69,115.6,11,34,Ignored,Messenger,Carousel,0.08
45-54,Female,Illinois,Spanish,Travel,Desktop,Rare,99,26.9,13,15,Viewed,Stories,Carousel,0.11
18-24,Non-binary,California,Chinese,Travel,Tablet,Frequent,11,14.4,7,33,Ignored,Messenger,Carousel,0.79
35-44,Male,Florida,Chinese,Travel,Mobile,Occasional,36,40.7,10,26,Ignored,Feed,Image,0.79
35-44,Female,Florida,Hindi,Food,Tablet,Occasional,41,42.9,7,44,Ignored,Stories,Carousel,0.71
55+,Male,New York,English,Technology,Tablet,Frequent,72,27,5,39,Viewed,Feed,Image,0.93
35-44,Male,Florida,Hindi,Food,Mobile,Frequent,12,10.5,14,30,Ignored,Messenger,Image,0.65
18-24,Male,Florida,English,Food,Desktop,Rare,46,46.9,15,23,Viewed,Stories,Image,0.63
55+,Female,Illinois,Hindi,Fitness,Mobile,Frequent,50,52.8,13,47,Ignored,Messenger,Video,0.85
45-54,Non-binary,Texas,English,Travel,Tablet,Occasional,61,20.5,13,38,Clicked,Messenger,Image,0.78
25-34,Male,Florida,English,Gaming,Desktop,Rare,54,21.5,12,1,Viewed,Feed,Video,0.52
25-34,Female,California,English,Food,Tablet,Occasional,84,0.1,12,45,Ignored,Stories,Carousel,0.14
25-34,Non-binary,Illinois,Hindi,Gaming,Tablet,Rare,94,2.2,15,20,Viewed,Messenger,Image,0.12
18-24,Female,Texas,Chinese,Gaming,Desktop,Occasional,31,18.6,6,24,Clicked,Stories,Carousel,0.51
45-54,Non-binary,California,Chinese,Fitness,Desktop,Frequent,40,75.4,12,32,Viewed,Feed,Video,0.3
45-54,Non-binary,Texas,English,Travel,Mobile,Occasional,64,21.1,12,1,Viewed,Stories,Carousel,0.16
45-54,Non-binary,Illinois,Spanish,Fitness,Tablet,Occasional,5,41.2,6,40,Ignored,Messenger,Video,0.69
55+,Non-binary,New York,Spanish,Travel,Desktop,Occasional,11,42.7,5,43,Viewed,Stories,Video,0.09
18-24,Non-binary,New York,Chinese,Travel,Tablet,Frequent,57,26.7,10,25,Clicked,Stories,Image,0.72
45-54,Non-binary,New York,English,Gaming,Desktop,Frequent,69,46.6,7,5,Clicked,Feed,Video,0.74
55+,Non-binary,California,French,Technology,Mobile,Occasional,20,10.1,7,13,Clicked,Stories,Image,0.22
45-54,Male,Illinois,French,Fitness,Tablet,Occasional,90,116.5,10,7,Ignored,Stories,Carousel,0.04
18-24,Non-binary,Illinois,French,Fitness,Tablet,Frequent,0,0.2,6,29,Ignored,Messenger,Carousel,0.64
55+,Male,Illinois,English,Travel,Mobile,Occasional,26,26.8,9,14,Clicked,Messenger,Video,0.4
45-54,Female,Florida,Spanish,Travel,Desktop,Frequent,27,222.6,9,36,Clicked,Messenger,Image,0.61
35-44,Non-binary,New York,Chinese,Fitness,Tablet,Occasional,62,16.5,14,26,Ignored,Messenger,Video,0.88
45-54,Female,Florida,French,Food,Desktop,Occasional,64,21.5,5,17,Ignored,Stories,Video,0.99
45-54,Non-binary,Florida,Chinese,Travel,Desktop,Occasional,4,13.5,15,20,Clicked,Stories,Video,0.12
45-54,Non-binary,Florida,English,Fitness,Mobile,Occasional,94,51,6,45,Ignored,Feed,Image,0.52
25-34,Male,New York,English,Technology,Desktop,Occasional,23,36.1,9,5,Ignored,Stories,Carousel,0.77
45-54,Male,California,Spanish,Fitness,Desktop,Occasional,74,16.3,14,22,Viewed,Stories,Video,0.27
55+,Non-binary,New York,Hindi,Food,Mobile,Occasional,86,0.8,7,24,Clicked,Messenger,Video,0.89
18-24,Male,New York,Hindi,Travel,Desktop,Occasional,1,32.1,12,16,Ignored,Stories,Carousel,0.05
55+,Male,California,Hindi,Travel,Mobile,Frequent,82,85.3,11,21,Ignored,Messenger,Video,0
35-44,Female,Florida,French,Fitness,Mobile,Rare,50,35,11,44,Viewed,Feed,Video,0.35
45-54,Non-binary,Florida,Hindi,Travel,Tablet,Rare,39,21.1,8,36,Viewed,Stories,Carousel,0.11
45-54,Female,Florida,Spanish,Food,Mobile,Rare,1,8.4,14,22,Clicked,Feed,Carousel,0.82
35-44,Female,Florida,French,Fitness,Mobile,Frequent,34,25.5,8,13,Clicked,Stories,Carousel,0.17
55+,Male,New York,Spanish,Travel,Desktop,Occasional,90,34.7,16,18,Clicked,Stories,Video,0.49
25-34,Male,New York,Chinese,Technology,Desktop,Rare,45,20.7,9,35,Ignored,Messenger,Image,0.22
35-44,Female,New York,Spanish,Gaming,Mobile,Rare,29,61.2,7,10,Ignored,Messenger,Video,0.21
35-44,Non-binary,Illinois,Chinese,Food,Mobile,Occasional,83,16.1,11,19,Clicked,Feed,Video,0.7
18-24,Male,Texas,Spanish,Gaming,Mobile,Occasional,26,10.7,5,45,Clicked,Messenger,Video,0.11
45-54,Male,California,Hindi,Fitness,Mobile,Rare,97,12.2,9,2,Clicked,Messenger,Image,0.26
25-34,Non-binary,New York,English,Food,Desktop,Frequent,52,11.1,13,4,Ignored,Stories,Image,0.14
55+,Male,New York,Spanish,Gaming,Mobile,Occasional,62,11,10,35,Viewed,Messenger,Image,0.6
25-34,Male,New York,Hindi,Gaming,Mobile,Occasional,58,27.1,11,13,Clicked,Messenger,Video,0.12
45-54,Female,Texas,Hindi,Fitness,Mobile,Frequent,92,20.2,16,20,Clicked,Messenger,Video,0.32
18-24,Male,Illinois,English,Fitness,Mobile,Rare,33,31.6,8,35,Viewed,Stories,Video,0.36
25-34,Male,California,French,Gaming,Mobile,Rare,78,49.8,13,16,Clicked,Messenger,Image,0.3
35-44,Female,California,English,Technology,Desktop,Frequent,73,7.2,7,8,Clicked,Feed,Video,0.98
45-54,Non-binary,Texas,French,Fitness,Tablet,Rare,5,56.4,14,20,Ignored,Messenger,Image,0.93
35-44,Non-binary,Texas,English,Fitness,Tablet,Occasional,49,53.6,10,2,Ignored,Messenger,Carousel,0.98
55+,Non-binary,Texas,English,Food,Desktop,Rare,1,1.2,11,2,Viewed,Feed,Image,0.16
18-24,Female,Florida,Chinese,Food,Desktop,Frequent,96,40.1,13,22,Clicked,Messenger,Image,0.38
45-54,Non-binary,New York,English,Technology,Mobile,Occasional,7,24.1,9,27,Viewed,Feed,Carousel,0.68
35-44,Male,Florida,Spanish,Gaming,Mobile,Frequent,50,30.6,13,11,Clicked,Stories,Video,0.01
45-54,Male,Texas,Chinese,Food,Mobile,Occasional,64,64.6,11,39,Viewed,Feed,Video,0.55
18-24,Female,New York,English,Technology,Mobile,Occasional,95,3.7,8,8,Viewed,Feed,Image,0.44
35-44,Male,Illinois,English,Fitness,Desktop,Rare,99,46.4,12,37,Clicked,Feed,Carousel,0.28
55+,Male,California,Spanish,Technology,Tablet,Frequent,31,8.1,10,33,Viewed,Feed,Image,0.4
45-54,Female,New York,English,Travel,Mobile,Occasional,20,18.4,14,23,Clicked,Messenger,Image,0.9
45-54,Male,California,Chinese,Technology,Desktop,Frequent,18,32.9,8,27,Ignored,Stories,Image,0.71
45-54,Male,Florida,Hindi,Food,Mobile,Rare,80,1.1,7,46,Viewed,Feed,Image,0.36
18-24,Non-binary,Florida,French,Travel,Tablet,Frequent,34,38,13,25,Clicked,Messenger,Image,0.2
35-44,Non-binary,Texas,English,Food,Tablet,Frequent,65,28.7,9,39,Clicked,Stories,Image,0.02
35-44,Male,California,Hindi,Technology,Desktop,Frequent,17,2.2,5,6,Viewed,Feed,Video,0.53
45-54,Male,Florida,Spanish,Food,Tablet,Frequent,55,1.9,10,34,Viewed,Stories,Carousel,0.61
25-34,Male,California,French,Fitness,Mobile,Frequent,32,22.8,5,37,Viewed,Messenger,Video,1
45-54,Male,Illinois,Hindi,Technology,Tablet,Rare,35,4.2,14,37,Ignored,Feed,Carousel,0.19
25-34,Non-binary,California,English,Gaming,Mobile,Occasional,46,5.4,8,43,Clicked,Feed,Carousel,0.17
35-44,Male,Illinois,English,Technology,Mobile,Occasional,15,29,8,44,Clicked,Messenger,Carousel,0.2
45-54,Male,Florida,English,Travel,Mobile,Occasional,60,3.7,6,26,Clicked,Stories,Video,0.93
55+,Male,Illinois,English,Technology,Tablet,Occasional,8,18.9,14,26,Viewed,Messenger,Carousel,0.61
